,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
339,Bridgetown,20,BB,1593293515,70,13.1,-59.62,86.26999999999995,8.2
340,Tanout,2,NE,1593293642,11,14.97,8.89,93.70399999999995,4.7
341,Hays,72,US,1593293642,49,30.05,-98.03,91.27400000000002,1.79
342,Okhotsk,4,RU,1593293642,74,59.38,143.3,51.33200000000002,2.05
343,Horta,40,PT,1593293642,88,38.53,-28.63,70.06999999999996,4.1
344,Qixingtai,100,CN,1593293643,97,30.41,111.89,76.26199999999996,2.89
345,Kirishi,65,RU,1593293480,96,59.45,32.02,61.26799999999999,1.96
346,Srīsailain,100,IN,1593293643,88,16.08,78.87,76.62200000000004,4.15
347,Brae,100,GB,1593293643,100,60.4,-1.35,57.469999999999956,8.2
348,Vardø,98,NO,1593293643,86,70.37,31.11,45.01400000000003,6.84
349,Oranjestad,40,AW,1593293643,88,12.52,-70.03,82.66999999999996,7.2
350,Perth,75,AU,1593293643,93,-31.93,115.83,60.27799999999996,6.7
351,Marsh Harbour,0,BS,1593293643,66,26.54,-77.06,83.93000000000004,3.36
352,Letka,74,RU,1593293643,89,59.6,49.42,47.35399999999995,4.72
353,São Raimundo das Mangabeiras,9,BR,1593293643,44,-7.02,-45.48,80.74399999999997,2.05
354,Altus,1,US,1593293643,32,34.64,-99.33,97.06999999999996,8.2
355,Samdari,0,IN,1593293643,55,25.82,72.58,88.826,7.7
356,Vostok,100,RU,1593293644,98,46.49,135.88,52.26799999999999,1.35
357,Lompoc,10,US,1593293475,68,34.64,-120.46,69.27799999999996,6.7
358,Buraidah,28,SA,1593293644,15,26.33,43.98,93.46999999999997,1.5
359,Galesong,20,ID,1593293644,100,-5.32,119.37,70.06999999999996,0.5
360,Port Hawkesbury,90,CA,1593293644,94,45.62,-61.35,69.27799999999996,1.5
361,Nchelenge,47,ZM,1593293644,63,-9.35,28.73,68.48599999999996,2.03
362,Matagami,40,CA,1593293644,50,49.75,-77.63,75.46999999999997,2.6
363,Yeppoon,90,AU,1593293644,72,-23.13,150.73,62.86999999999996,2.6
364,Road Town,20,VG,1593293397,66,18.42,-64.62,88.06999999999996,4.6
365,General Roca,75,AR,1593293644,100,-39.03,-67.58,35.86999999999996,3.75
366,Akonolinga,79,CM,1593293644,98,3.77,12.25,68.0,1.32
367,Roald,36,NO,1593293644,82,62.58,6.13,66.46999999999997,3.6
368,Vestmanna,97,FO,1593293644,93,62.16,-7.17,59.26999999999996,3.6
369,Sola,30,VU,1593293644,82,-13.88,167.55,80.69000000000003,7.85
370,Isangel,23,VU,1593293645,73,-19.55,169.27,72.842,5.78
371,South Yuba City,1,US,1593293645,31,39.12,-121.64,91.66999999999996,7.2
372,Kralendijk,40,BQ,1593293645,83,12.15,-68.27,79.06999999999996,9.3
373,Beian,20,NO,1593293645,77,63.66,9.57,76.26199999999996,3.09
374,Çorum Province,0,TR,1593293645,89,40.5,34.75,56.696000000000055,1.17
375,Kidal,2,ML,1593293645,23,18.44,1.41,89.50999999999999,4.51
376,Shiraz,0,IR,1593293385,19,29.6,52.54,82.66999999999996,2.26
377,Gonbad-e Kāvūs,1,IR,1593293645,64,37.25,55.17,73.66999999999996,3.1
378,Chui,20,UY,1593293645,77,-33.7,-53.46,46.814000000000036,1.6
379,Yenagoa,100,NG,1593293645,92,4.92,6.26,74.89399999999998,2.16
380,Balkanabat,41,TM,1593293645,17,39.51,54.37,76.226,7.97
381,Lüderitz,0,NA,1593293646,71,-26.65,15.16,57.469999999999956,5.7
382,Kiama,73,AU,1593293646,87,-34.68,150.87,45.266000000000005,0.45
383,Yumen,0,CN,1593293646,54,40.28,97.2,58.31600000000001,1.81
384,Bani Walid,0,LY,1593293646,45,31.76,13.99,77.342,2.81
385,College,75,US,1593293646,45,64.86,-147.8,66.27200000000005,1.5
386,Geraldton,40,AU,1593293530,93,-28.77,114.6,59.26999999999996,5.1
387,Grand Gaube,44,MU,1593293547,78,-20.01,57.66,72.26600000000002,2.68
388,Sistranda,20,NO,1593293589,77,63.73,8.83,66.46999999999997,3.53
389,Korla,79,CN,1593293646,72,41.76,86.15,84.27200000000005,1.79
390,Padang,83,ID,1593293631,68,-0.95,100.35,77.9,1.32
391,Soe,98,ID,1593293646,97,-9.86,124.28,61.17799999999997,1.85
392,Jiuquan,0,CN,1593293646,60,39.74,98.52,58.02799999999996,0.89
393,San Quintín,5,MX,1593293646,67,30.48,-115.95,70.826,5.5
394,Eureka,20,US,1593293646,68,40.8,-124.16,67.26199999999996,6.7
395,Tilichiki,44,RU,1593293646,60,60.47,166.1,57.109999999999985,4.17
396,Prince Rupert,90,CA,1593293647,100,54.32,-130.32,52.069999999999965,3.1
397,Ostrovnoy,100,RU,1593293647,84,68.05,39.51,42.04399999999997,7.61
398,Laguna,1,US,1593293647,33,38.42,-121.42,89.27599999999998,6.2
399,Codrington,0,AU,1593293647,89,-38.27,141.97,40.04600000000005,3.54
400,Uyuni,0,BO,1593293647,49,-20.46,-66.83,41.791999999999994,4.47
401,Gloucester,19,GB,1593293367,91,51.87,-2.24,56.26400000000004,0.45
402,Winnemucca,40,US,1593293647,11,40.97,-117.74,97.06999999999996,9.8
403,Karratha,0,AU,1593293647,27,-20.74,116.85,66.99199999999999,3.54
404,Port Lincoln,0,AU,1593293647,52,-34.73,135.87,52.17799999999997,4.88
405,Methven,100,NZ,1593293647,97,-43.63,171.65,48.272000000000034,1.26
406,Tyrma,82,RU,1593293647,69,50.08,132.17,63.248000000000026,0.92
407,Wuwei,0,CN,1593293647,55,37.93,102.64,63.266000000000005,1.5
408,Pandan,100,PH,1593293647,78,14.05,124.17,80.95999999999998,2.41
409,Itaituba,20,BR,1593293647,49,-4.28,-55.98,93.46999999999997,2.6
410,Sattenapalle,96,IN,1593293648,77,16.4,80.18,83.91199999999995,2.35
411,Guánica,11,PR,1593293648,57,17.97,-66.91,90.26600000000002,2.68
412,Sittwe,100,MM,1593293648,82,20.15,92.9,81.46400000000003,0.4
413,Alta Floresta,40,BR,1593293404,33,-9.88,-56.09,91.66999999999996,2.1
414,Voznesen'ye,64,RU,1593293648,71,61.01,35.48,53.67200000000004,3.11
415,Aasiaat,99,GL,1593293648,83,68.71,-52.87,41.50399999999995,2.9
416,Yar-Sale,0,RU,1593293538,78,66.83,70.83,44.38399999999999,3.28
417,Bathsheba,20,BB,1593293648,70,13.22,-59.52,86.26999999999995,8.2
418,Bambous Virieux,20,MU,1593293648,88,-20.34,57.76,72.26600000000002,3.6
419,Diourbel,4,SN,1593293648,62,14.66,-16.39,88.06999999999996,4.1
420,Ovsyanka,20,RU,1593293648,100,55.96,92.55,57.469999999999956,1.0
421,Anta,100,IN,1593293648,53,25.15,76.3,91.4,4.94
422,Aripuanã,38,BR,1593293649,56,-9.17,-60.63,81.78800000000004,0.35
423,Srednekolymsk,36,RU,1593293649,42,67.45,153.68,52.39399999999998,5.39
424,Zephyrhills,1,US,1593293358,44,28.23,-82.18,97.26799999999999,2.1
425,Palmer,90,US,1593293649,88,42.16,-72.33,68.26999999999995,3.1
426,Chumikan,100,RU,1593293649,95,54.72,135.31,44.708000000000006,2.82
427,Nālūt,55,LY,1593293586,19,30.33,10.85,89.65399999999995,6.49
428,Letlhakeng,0,BW,1593293649,49,-24.09,25.03,47.461999999999954,2.17
429,Anadyr,75,RU,1593293649,64,64.75,177.48,37.66999999999996,9.0
430,Vila Franca do Campo,75,PT,1593293649,83,37.72,-25.43,70.06999999999996,3.1
431,Boromo,100,BF,1593293649,66,11.75,-2.93,79.15999999999998,0.78
432,Yulara,0,AU,1593293649,55,-25.24,130.99,39.469999999999956,2.6
433,Bilma,81,NE,1593293649,12,18.69,12.92,89.27599999999998,4.98
434,Tricase,5,IT,1593293649,88,39.93,18.36,73.66999999999996,1.6
435,Karlovasi,0,GR,1593293558,51,37.79,26.7,82.66999999999996,6.2
436,Ubari,0,LY,1593293650,16,26.59,12.78,82.77799999999996,4.07
437,Tupelo,40,US,1593293463,59,34.26,-88.7,89.86999999999996,3.1
438,Melilla,11,ES,1593293650,69,35.29,-2.94,75.46999999999997,1.15
439,Alegrete,0,BR,1593293650,81,-29.78,-55.79,47.3,3.8
440,San Cristobal,40,VE,1593293650,49,7.77,-72.22,91.66999999999996,5.1
441,Hamilton,90,US,1593293567,74,39.18,-84.53,79.26799999999999,3.6
442,Inhambane,0,MZ,1593293650,63,-23.86,35.38,67.90999999999998,4.57
443,Perry,75,US,1593293650,74,37.25,-83.2,80.86999999999996,1.5
444,Kolosovka,100,RU,1593293650,97,56.47,73.61,50.59399999999997,4.76
445,Aksarka,0,RU,1593293650,87,66.56,67.8,41.97200000000004,3.81
446,Jackson,1,US,1593293650,35,42.42,-122.83,84.46999999999997,5.7
447,Bonavista,100,CA,1593293650,95,48.65,-53.11,53.167999999999985,1.52
448,Coalinga,0,US,1593293650,21,36.14,-120.36,107.276,2.25
449,General Pico,14,AR,1593293650,63,-35.66,-63.76,44.94199999999999,2.99
450,Igrim,50,RU,1593293651,73,63.19,64.42,44.311999999999955,2.05
451,Cabo San Lucas,90,MX,1593293605,48,22.89,-109.91,88.06999999999996,3.6
452,Margate,99,GB,1593293466,80,51.38,1.39,62.27599999999999,3.58
453,Dakar,20,SN,1593293211,83,14.69,-17.44,82.66999999999996,4.1
454,Argos,0,GR,1593293651,38,37.63,22.73,76.26199999999996,1.71
455,Atascadero,1,US,1593293651,33,35.49,-120.67,88.06999999999996,9.8
456,Egvekinot,96,RU,1593293651,92,66.32,-179.17,33.38599999999997,1.72
457,Saryg-Sep,47,RU,1593293651,81,51.5,95.6,52.44800000000002,1.29
458,Zaysan,93,KZ,1593293651,57,47.47,84.87,63.62599999999999,4.43
459,Forsytheganj,100,BY,1593293651,82,52.63,29.73,67.226,3.56
460,Waipawa,91,NZ,1593293651,83,-41.41,175.52,55.274000000000015,4.97
461,Fort-Shevchenko,0,KZ,1593293652,53,44.51,50.26,70.71799999999999,2.45
462,Cabedelo,20,BR,1593293652,94,-6.98,-34.83,75.46999999999997,3.1
463,Lobva,100,RU,1593293652,93,59.19,60.52,47.408,1.56
464,Belyy Yar,0,RU,1593293652,93,53.6,91.39,59.26999999999996,1.0
465,Plettenberg Bay,97,ZA,1593293652,69,-34.05,23.37,57.72200000000004,10.46
466,Comodoro Rivadavia,0,AR,1593293652,64,-45.87,-67.5,35.86999999999996,4.1
467,Verāval,90,IN,1593293572,78,20.9,70.37,85.78399999999999,6.25
468,Westerland,10,DE,1593293652,88,54.91,8.3,66.46999999999997,3.6
469,Naples,0,IT,1593293652,47,40.83,14.25,77.26999999999995,1.0
470,San Francisco,20,US,1593293523,60,37.77,-122.42,72.26600000000002,3.6
471,Rapid Valley,1,US,1593293652,29,44.06,-103.15,93.46999999999997,5.7
472,Maraã,58,BR,1593293652,92,-1.83,-65.37,79.23200000000003,0.99
473,Severo-Kuril'sk,97,RU,1593293652,56,50.68,156.12,53.492,4.17
474,Hailar,41,CN,1593293652,54,49.2,119.7,66.326,0.38
475,Bud,90,US,1593293653,94,39.45,-86.18,73.66999999999996,3.6
476,Moyale,87,KE,1593293653,80,3.52,39.06,68.52200000000005,2.98
477,Stulpicani,0,RO,1593293653,80,47.47,25.77,69.27799999999996,2.35
478,Barra de Tecoanapa,4,MX,1593293653,71,16.52,-98.75,85.92799999999997,4.41
479,Kourou,75,GF,1593293653,66,5.16,-52.65,86.26999999999995,5.1
480,Trat,79,TH,1593293653,92,12.5,102.5,76.08200000000002,1.49
481,Montes Claros,5,BR,1593293653,30,-16.73,-43.86,80.86999999999996,1.0
482,São Félix do Xingu,5,BR,1593293653,67,-6.64,-51.99,78.584,1.05
483,Chortomlyk,25,UA,1593293653,61,47.62,34.14,73.72400000000002,2.5
484,Murgab,0,TM,1593293653,32,37.5,61.97,70.06999999999996,5.1
485,Mizdah,9,LY,1593293653,27,31.45,12.98,84.16400000000004,3.78
486,Surgut,20,RU,1593293488,87,61.25,73.42,53.86999999999996,3.0
487,Puerto Ayacucho,40,VE,1593293654,74,5.66,-67.62,82.66999999999996,2.6
488,Kaili,57,ID,1593293654,89,-3.46,120.21,67.28000000000004,0.79
489,Olafsvik,100,IS,1593293538,83,64.89,-23.71,51.83599999999997,6.04
490,Santa Ana,20,US,1593293406,57,33.75,-117.87,83.26400000000004,5.1
491,Tucuruí,31,BR,1593293654,68,-3.77,-49.67,80.78000000000004,1.7
492,Balkhash,0,KZ,1593293654,46,46.84,74.98,59.377999999999965,2.5
493,Churapcha,63,RU,1593293654,47,62.0,132.43,74.94800000000004,0.23
494,Ures,30,MX,1593293654,27,29.43,-110.4,101.26400000000004,4.02
495,Grindavik,100,IS,1593293539,81,63.84,-22.43,53.86999999999996,4.6
496,Frontera,100,MX,1593293654,46,26.93,-101.45,92.26400000000004,1.79
497,Acaraú,94,BR,1593293543,84,-2.89,-40.12,77.61199999999997,5.2
498,Pilar,75,BR,1593293654,94,-9.6,-35.96,75.46999999999997,2.6
499,Agutaya,100,PH,1593293654,82,11.15,120.94,81.64399999999998,6.65
500,Saint-Augustin,92,CA,1593293655,76,51.23,-58.65,57.07400000000001,6.14
501,Muros,32,ES,1593293655,91,42.78,-9.06,64.27400000000002,1.34
502,Zhigansk,0,RU,1593293655,44,66.77,123.37,71.708,2.18
503,Scarborough,7,GB,1593293655,88,54.28,-0.4,55.274000000000015,2.24
504,Gweta,0,BW,1593293655,31,-20.18,25.23,61.411999999999956,1.88
505,Necochea,100,AR,1593293655,95,-38.55,-58.74,43.26799999999999,0.89
506,Mangan,98,IN,1593293655,61,27.52,88.53,74.65999999999998,0.12
507,Wajima,100,JP,1593293655,86,37.4,136.9,69.99800000000002,1.65
508,Phan Thiet,99,VN,1593293655,86,10.93,108.1,77.80999999999997,2.58
509,Pitimbu,20,BR,1593293655,94,-7.47,-34.81,75.46999999999997,3.1
510,Saint-Pierre,75,RE,1593293541,77,-21.34,55.48,70.06999999999996,2.1
511,Tocopilla,26,CL,1593293552,65,-22.09,-70.2,61.556000000000026,1.22
512,Glenwood Springs,40,US,1593293656,25,39.55,-107.32,78.27799999999996,3.1
513,Pueblo Nuevo,99,MX,1593293656,76,23.38,-105.38,71.924,2.26
514,San Luis,90,AR,1593293656,51,-33.3,-66.34,48.038000000000046,0.94
515,Ciudad Guayana,97,VE,1593293656,54,8.35,-62.65,87.42200000000004,3.83
516,Wembley,75,AU,1593293656,93,-31.93,115.8,60.27799999999996,6.7
517,Eyl,100,SO,1593293656,66,7.98,49.82,82.47200000000004,10.78
518,Khawhai,97,IN,1593293656,100,23.37,93.12,61.7,0.7
519,Maltahöhe,0,NA,1593293656,46,-24.83,16.98,45.10399999999995,2.08
520,Oranjemund,0,NA,1593293656,72,-28.55,16.43,56.19199999999999,1.37
521,Pangnirtung,69,CA,1593293656,62,66.15,-65.71,50.01799999999999,1.47
522,Khovd,1,MN,1593293656,33,48.01,91.64,64.70600000000003,2.25
523,Qaqortoq,48,GL,1593293656,58,60.72,-46.03,53.86999999999996,5.7
524,Makkah al Mukarramah,0,SA,1593293656,17,21.43,39.83,93.326,2.63
525,Daru,79,PG,1593293657,85,-9.08,143.21,78.16999999999996,7.31
526,Vestmannaeyjar,100,IS,1593293657,92,63.44,-20.27,52.682000000000016,2.59
527,Tres Arroyos,100,AR,1593293657,84,-38.37,-60.28,42.35,1.46
528,Wanparti,100,IN,1593293657,90,16.37,78.07,76.73000000000005,6.15
529,Puerto Escondido,40,MX,1593293657,66,15.85,-97.07,86.26999999999995,3.6
530,Tselinnoye,71,RU,1593293657,86,53.08,85.67,59.648000000000025,4.82
531,La Asuncion,94,VE,1593293657,83,11.03,-63.86,80.618,7.63
532,Gornopravdinsk,92,RU,1593293657,87,60.05,69.9,45.08599999999997,1.72
533,Qurayyat,0,SA,1593293657,36,31.33,37.34,80.86999999999996,4.1
534,Faanui,60,PF,1593293552,74,-16.48,-151.75,77.12599999999999,7.15
535,Awjilah,0,LY,1593293657,45,29.11,21.29,78.13399999999999,4.97
536,Yerbogachën,31,RU,1593293657,70,61.28,108.01,65.13800000000005,1.49
537,Tigil',35,RU,1593293657,42,57.8,158.67,61.609999999999985,4.01
538,Komsomolets,77,KZ,1593293657,85,53.75,62.07,50.288000000000046,4.5
539,Laurinburg,1,US,1593293658,52,34.77,-79.46,89.86999999999996,3.6
540,Kastraki,0,GR,1593293658,71,39.72,21.62,64.27400000000002,0.36
541,Kuchinda,100,IN,1593293658,86,21.73,84.35,79.44800000000004,1.26
542,Talavera,75,PH,1593293658,88,15.62,120.93,79.06999999999996,1.0
543,Boddam,90,GB,1593293658,93,57.47,-1.78,57.272000000000034,5.1
544,Opelousas,75,US,1593293658,66,30.53,-92.08,88.26799999999999,4.6
545,Caxito,40,AO,1593293658,83,-8.58,13.66,71.86999999999996,2.6
546,Jumla,76,NP,1593293658,71,29.27,82.18,59.935999999999964,0.41
547,Andenes,94,NO,1593293658,87,69.31,16.12,48.469999999999956,11.8
548,Cape Coast,99,GH,1593293658,87,5.11,-1.25,77.234,5.7
549,Namatanai,69,PG,1593293658,79,-3.67,152.43,81.89600000000004,2.59
550,Marsá Maţrūḩ,40,EG,1593293658,83,31.35,27.25,73.66999999999996,2.6
551,Kaeo,1,NZ,1593293658,3,-35.1,173.78,55.274000000000015,2.24
552,Salina,1,US,1593293404,41,38.84,-97.61,95.26999999999995,2.1
553,Lubao,75,PH,1593293658,88,14.92,120.55,79.06999999999996,1.0
554,Faxinal,76,BR,1593293659,100,-24.0,-51.32,56.641999999999996,0.91
555,Tessalit,57,ML,1593293659,9,20.2,1.01,97.98800000000004,4.7
556,Qaryat Sulūq,0,LY,1593293659,71,31.67,20.25,71.02400000000002,4.75
557,Roberval,90,CA,1593293407,68,48.52,-72.23,70.06999999999996,5.1
